comment,topic
"jujur cuman pak prabowo yg bisa bikin saya merinding! 
penutupan terakhir yg masih bikin makin bergetar! ""sebelum saya meningal, saya ingin melihat indonesia jadi negara bermartabat, negara terhormat, tidak ada kemiskinan di negara ini, anak anak gembira tersenyum orang tuanya tersenyum.........",Pemimpin bangsa untuk Indonesia maju
"semuanya menyampaikan gagasan dengan bagus, tapi entah staitment terakhir prabowo menunjukan betapa tulusnya beliau trhdp bangsa ini, dan jg beliau jg memiliki pertahanan yg kuat untuk bangsa krn ruang lingkup beliau. di era sat ini tanpa sadar kita memang terjajah oleh asing lewat budaya, digitalisasi, maka perlu pemimpin yg kuat dan tim untuk menjadikan indonesia negara yg aman dan bermartabat dimata bangsa bangsa lain",Pemimpin bangsa untuk Indonesia maju
kalau pilih prabowo sistem pemerintah indonesia akan kembali pada orde lama (demokrasi terpimpin) akan bisa jadi otoriter. sedangkan ganjar tdk ada bedanya dgn jokowi menjadi petugas partai utk melayani partai. pak anis orang yang bisa jadi tepat karena dia memilih kepekan terhdp keadilan dan kesejahteran yg tingi.,Pemimpin bangsa untuk Indonesia maju
"knp mbak nana ga nanyain prabowo, dulu katanya indonesia bakal punah di thn 2030? kok skrng jd optimis bisa masuk 5 besar negara ekonomi terkuat didunia?? dulu dasarnya apa knp sampai hrs membohongi rakyat??!",Pemimpin bangsa untuk Indonesia maju
betapa tulus nya engkau pak prabowo . anda layak memimpin indonesia . tidak di ragukan lagi nkri nya !! ❤,Pemimpin bangsa untuk Indonesia maju
"ijinkan ya rab , berikan ridho mu ya rab untuk prabowo subianto menjadi presiden republik indonesia 2024 ,. lahaula wala quwata ilabilahil aliyil adzim",Pemimpin bangsa untuk Indonesia maju
indonesia membutuhkan sosok seperti pak prabowo ❤,Pemimpin bangsa untuk Indonesia maju
"saya akui pak anies betul² cerdas dalam setiap penyampaian ide gagasanya,,dan setiap jawabany pun sangat realistis,, 
untuk pak ganjar ide gagasan untuk memimpin indonesia masih samar², dan mohon maf tidak ada wibawanya sama sekali untuk menjdi sosok presiden,,menjawab pertanyan saja banyak bercanda pdhl memimpin negara ini butuh keseriusan,, 
untuk pak prabowo karena beliau punya jiwa militer maka sangat pas untuk menjadi pemimpin dengan ketegasan dan keberanian,,program² beliau juga jelas,dan beliau selalu mengajak bersama2 setiap masalah apapun untuk dibahas dengan berbagai pakar yg mumpuni..
klo pendapat saya yg lebih realistis untuk memimpin negeri ini ada pak anies atau pak prabowo..karena kita butuh pemimpin yg tegas,berwibawa,cerdas, dan berkompeten,..membicarakan nasib bangsa kok dengan cengangas cengenges,,ini nasib 200 juta lebih rakyat,butuh pemikiran yg mapan,tajam,cerdas dan kerja nyata..",Pemimpin bangsa untuk Indonesia maju
"orang yang paling ikhlas kepada rakyat indonesia itu prabowo ""gus dur""",Pemimpin bangsa untuk Indonesia maju
"senang sekali bisa melihat diskusi sehat, saling beradu gagasan seperti ini. ketiga calon membeberkan visi yang sama baiknya. 

terlepas dari itu, hormat saya kepada bapak prabowo subianto, dari dulu saya selalu mengagumi bapak sebagai seorang pribadi maupun politisi.

sehat terus pak prabowo, bismilah prabowo subianto 2024, untuk indonesia 🇲🇨",Pemimpin bangsa untuk Indonesia maju
"prabowo paling tidak masuk akal cara menjawab pertanyan2, maf pak sy pribadi bapak tdk bisa memimpin indonesia bahaya pak buat diri bapak sendiri untuk kabinet bapak nanti pasti mudah cari muka sama bapak karn bapak kebanyakan butuh masukan2 dari berbagai tokoh dan sumber, gak bisa gitu pak dibandingkan pak anies atau ganjar, saran saya istirahat lah pak sayang sekali masa untuk mencalonkan presiden sdh lewat pak..",Pemimpin bangsa untuk Indonesia maju
"insyalah pak prabowo sdh waktunya mempimpin indonesia jujur dan adil, bukan indonesia pintar soalnya bnyak orang pintar dan sedikit org yg jujur",Pemimpin bangsa untuk Indonesia maju
ganjar emang cocok sebagai penerus jokowi untuk membuat indonesia lebih baik lagi..... 👍👍👍👍👍👍👍👍,Pemimpin bangsa untuk Indonesia maju
"baru selesai nonton bagian pak prabowo. sangat blunder ya bilang zh bersedekah padahal sedang berkampanye. gagasan yang disampaikan di awal juga terkesan ""dibuatkan"" dan tidak serius akan dimplementasikan. dan ketika mba nana bertanya pun selalu disela oleh beliau, sampai mbak nana harus berusaha menyampaikan pertanyanya 😂 dan pertanyan mengenai depresi yang dijawab dengan jawaban khas bomer itu pun poin minus bagi anak muda sepertinya 🤔 tapi cita-citanya yang apa-apa serba indonesia itu salut sih...",Pemimpin bangsa untuk Indonesia maju
"prabowo ketua partai, sayang usianya sudah tua, kasihan kalau harus mikir ratusan juta rakyat indonesia yang maunya beda2, sementara ganjar pranowo oleh orang yang kontra di angap petugas partai, tapi bagi saya beliau muda, energi, memiliki visi misi yang sama dengan jokowi, yang ingin membuat negaranya lebih baik dari bangsa lain, lalu anis yang di katakan boneka partai oleh orang yang kontra, dia seusia dengan ganjar, tapi sayang dia masih banyak bermain kata doang, bukan aksi nyata dan yang membuat saya tidak mendukungnya, krn di belakang dia adalah oligarki juga dan orang2 yang ingin mengubah ideologi bangsa ini dengan ideologi bangsa lain, itu pandangan saya pribadi dan selanjutnya rakyatlah yang menentukan, mau pilih ketua partai, petugas partai or boneka partai...??? 😊😊",Pemimpin bangsa untuk Indonesia maju
"orang pinter ngomong banyak di negara ini.
kita nyari pemimpin bangsa indonesia, bukan pengajar atau retoris.
yang dibutuhkan ketulusan, cinta bangsa dan nasionalisme yang tingi, ketegasan. komplit di pak prabowo.",Pemimpin bangsa untuk Indonesia maju
"""sebelum saya meningal, saya ingin melihat bangsa indonesia menjadi bangsa yang bermartabat""
- prabowo subianto -",Pemimpin bangsa untuk Indonesia maju
"ingat jngan terbuai dengan publik speaking (itu cuman ilmu politik), tetap indonesia harus dapat pemimpin paling tegas dan disiplin yaitu prabowo,,, indonesia harus kuat al in buat pak prabowo",Pemimpin bangsa untuk Indonesia maju
"1,. anies (sl cerdas beretorika dan baik dalam berjanji) 
2 ganjar( cerdas,lugas sangat paham dalam permasalahan)
3, prabowo ( sl membakar semangat untuk kemajuan indonesia)",Pemimpin bangsa untuk Indonesia maju
pak prabowo ft prof. mahfud md untuk indonesia berkelas ❤,Pemimpin bangsa untuk Indonesia maju
prabowo .. membuktikan pada dunia agar bisa jdi indonesia negri mandiri ❤,Pemimpin bangsa untuk Indonesia maju
"di acara ini sudah bisa kita lihat bahwa jawaban anies lah yg merupakan jawaban orang berpendidikan dan serius dalam membuat kemajuan untuk indonesia, tidak seperti ganjar dan prabowo yg jawaban nya bertele tele hanya untuk mengambil isi hati penonton biar bersorak keributan",Pemimpin bangsa untuk Indonesia maju
peduli rakyat kecil! semoga tuhan berikan kesempatan kepada pak jendral prabowo subianto untuk memimpin negeri ini. saya yakin bapa tulus dan cinta kepada indonesia 🇮🇩 #2024sayapilihprabowosubianto #prabowopresidenku #menujuindonesiaemas,Pemimpin bangsa untuk Indonesia maju
"pak prabowo bisa gak gandeng kang emil? pak prabowo fokus ke negera dari seluruh keamanan dan kesetabilan ekonomi dan kang emil fokus ke struktur fasilitas dan rakyatnya, kolaborasi yg mantap

semoga siapapun yg terpilih indonesia bisa lebih tegas dan disiplin apalagi untuk para orang² jahil didalam hukum, keadilan sosial seluruh rakyat, ada bebas berpendapat tanpa dibayangin hukuman, dl",Pemimpin bangsa untuk Indonesia maju
"gagasan dari ketiga calon sudah mantap sekarang tingal eksekusinya. masalahnya membangun indonesia tidak semudah membuat gagasan, karena selain wawasan milik presiden, dia juga akan membutuhkan org"" visioner lainya dalam menjalankan roda pemerintahan. masih ingat ketika presiden jokowi sangat yakin tidak akan berhutang, kenyatanya jalan itu yang harus ditempuh untuk meningkatkan perekonomian indonesia. hal-hal seperti itulah yang hanya bisa dipikirkan oleh menterinya. jadi saya tidak akan khawatir siapapun yang akan terpilih, saya hanya khawatir orang-orang dibalik mereka. semoga saja tidak ada intervensi dalam pemilihan kabinet yang menjadi sektor vital dalam menentukan arah pembangunan indonesia. ingat jabatan presiden bukan diberikan oleh elit partai, tapi diberikan oleh masyarakat indonesia. jadi jika ingin berbalas budi, berbalas budilah kepada rakyat indonesia.",Pemimpin bangsa untuk Indonesia maju
"saya heran, yang katanya sebagai penerus kepemimpinan pak jokowi, tetapi dia sendiri yang mengatakan kepemimpinan jokowi sekarang sedang lemah.
berarti indonesia ini membutuhkan perubahan dan perbaikan bukan penerus kepemimpinan sebelumnya",Pemimpin bangsa untuk Indonesia maju
"masyalah, jawaban pak prabowo benar-benar konkrit dan berdasarkan fakta. jujur waktu pak prabowo cerita refleksi diri, bener bener terharu. seikhlas itu beliau pada rakyat dan negara indonesia",Pemimpin bangsa untuk Indonesia maju
"closing statement yang epic dari pak prabowo, bismilah pak semoga 2024 bapak menjadi presiden indonesia, amin #alinprabowo #2024nobanteng",Pemimpin bangsa untuk Indonesia maju
memang prabowo kesatria indonesia,Pemimpin bangsa untuk Indonesia maju
kamai yakin bapak prabowo akan membawa indonesia lebih baik ❤,Pemimpin bangsa untuk Indonesia maju
"anies ungul dan dapat nilai a+, prabowo oke dan dapat nilai b, ganjarhanya pantas jadi kepala daerah dan nilainya d. jateng aja ga berhasil gimana punya gagasan untuk indonesia (ini fakta bukan fitnah)",Pemimpin bangsa untuk Indonesia maju
"keren pak prabowo diawal spech langsung bicara, 10 menit tidak cukup untuk memaparkan gagasan untuk indonesia raya. that's the point.",Pemimpin bangsa untuk Indonesia maju
"hidup prabowo....  
kalah ucapan menang tindakan.. 
indonesia gak butuh orang pinter ngomong..  
prabowo yes prabowo yes",Pemimpin bangsa untuk Indonesia maju
"saya melihat dan menonton bicara gagasan bacapres indonesia 2024, dari awal ialah semua bacapres menginginkan persatuan. dan membuat saya sangat terharu adalah kata-kata penutup letjend. purn. prabowo subianto mengajak anak muda indonesia sama-sama berjuang untuk bisa mewujudkan berdikari. itulah mengapa pancasila sebagai dasar negara republik indonesia. bebaskan indonesia dari perbudakan asing.",Pemimpin bangsa untuk Indonesia maju
"inilah prabowo,dr dulu slu bgni,di tanya apa di jawab apa...ga nyambung.suara saja yg lantang,tp ga ada kinerja yg dpt di bangakan.tp ganjar pranowo presiden indonesia 🇮🇩 2024",Pemimpin bangsa untuk Indonesia maju
"dari omongan jelas anies sunguh manies merangkai kata, tapi dari gagasan, saya sangat suka sekali gagasan pak prabowo subianto untuk membawa indonesia maju kedepanya. ganjar mah ogah ah sory ya selain kelihatan omonganya baperan, dia juga suka nyingung nyingung orang wkwkwk",Pemimpin bangsa untuk Indonesia maju
kita tuntut pemerintah belanda beserta raja belanda untuk bertangung jawab dan meminta maf atas apa yg telah dilakukan terhadap kita bangsa indonesia mari pak prabowo.,Pemimpin bangsa untuk Indonesia maju
say banga pada pak prabowo. cita citanya ingin d akhir hidupnya melihat bangsa indonesia bisa berdiri sendiri dan makmur damai,Pemimpin bangsa untuk Indonesia maju
"gagasan visi dan misi pak anies dan pak prabowo lebih jelas, andai mereka bisa menyatu , rakyat indonesia jangan pernah berhenti utk selalu berdoa utk negeri ini semoga alah mengaruniakan pemimpin yang amanah❤",Pemimpin bangsa untuk Indonesia maju
"kata alm. gusdur, orang paling ikhlas untuk bangsa dan negara indonesia adalah pak prabowo.

semua anak muda al in prabowo♥️💪🏻",Pemimpin bangsa untuk Indonesia maju
indonesia 🇮🇩 al in prabowo subianto 🔥,Pemimpin bangsa untuk Indonesia maju
pak prabowo mantabs “bangsa indonesia harus bisa berdiri di kaki sendiri” merdeka🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,Pemimpin bangsa untuk Indonesia maju
"pak prabowo mungkin memang tulus ikhlas berjuang untuk memajukan indonesia karena sampai sat ini beliau masih berjuang dengan mencalonkan diri kembali menjadi capres, tapi maf sekali pak memang pilpres 2019 dlu saya memilih bpk, akan tetapi untuk sekarang  tanpa mengurangi rasa hormat sat ini orang atau presiden yang paling di butuhkan indonesia adalah sosok seorang seperti anies baswedan ... anies insyalah presiden indonesia 2024",Pemimpin bangsa untuk Indonesia maju
"prabowo 
presisen indonesia",Pemimpin bangsa untuk Indonesia maju
"bapak ganjar, bapak anies, bapak prabowo, ketiganya putra terbaik bangsa ini.. pemilih yang cerdas, dari ketiga bacapres ini memiliki gagasan2 yang sangat luar biasa untuk bangsa ini... tolong, objective dalam memilih untuk indonesia lebih baik, dr rekam jejak, gagasan, pemberian solusi, bukan asas suka tidak suka,",Pemimpin bangsa untuk Indonesia maju
prabowo ngomongin gizi buruk dan kemiskinan di mana2 pertanda rezim jokowi gak becus berantas hal2 tersebut.  dan prabowo bicara akan menjadikan indonesia swasembada pangan pertanda rezim jokowi gagal bikin pertani sejahtera,Pemimpin bangsa untuk Indonesia maju
"masha alah pak prabowo subianto, you are a ruler material. sangat mendetail dan mendalam penjabaran gagasan emasnya. misi, visi dan program kerja pak prabowo lebih terstruktur, organized and wel researched dibanding 2 bacapres lainya yg bersifat formalitas. in sha alah indonesia akan menjadi maju, adil, makmur dan disegani dunia bila presidenya pak prabowo subianto. #prabowosubiantoforpresident2024",Pemimpin bangsa untuk Indonesia maju
"yang penting tidak memakai supsidi untuk memurahkan segalanya ..saya ingin  negara saya maju ..sedikit keras gp, yg penting kagak hidupin orang tidur dengan apa2 murah tp mengerogoti negara dari dalam dan secara pelan 😊 biasanya yg bacot itu pngen apa2 murah ..tanpa melihat kedepan untuk anak2 mereka ..semngat indonesiaku ..pilih dengan cermat ..dan jangan bertengkar sesama negri ..yg kalian bela mati2an akhirnya juga barengan sperti pak prabowo dan bapak negara kita bpk jokowi ..hati2 dengan akun fk ..tau sendiri  seakan plih salah satu ..agar terlihat bnyak yg memilih salah satunya dan tidak lupa menginjak lawanya untuk terlihat pilihanya yg terbaik.. indonesia butuh orang jujur",Pemimpin bangsa untuk Indonesia maju
bersama pak prabowo indonesia bravo,Pemimpin bangsa untuk Indonesia maju
ga ada kalah ganjar pranowo kalo anies biasa biasa saja ngambang tidak mengarah pada masa depan indonesia sedangkan prabowo hanya membaca skenario pidato yg sdh disiapkan tidak ada pengembanganya dan ganjar komunikatif dua arah dan familiar penjelasanya jelas tegas dan lugas 👍🏿👍🏿👍🏿,Pemimpin bangsa untuk Indonesia maju
"pak prabowo dan pak anies mantap secara pembawan dan gagasan..
semoga indonesia bisa mengelar pilpres dengan lancar semua prosesnya, dijauhkan dari perpecahan, dapat pemimpin yg terbaik..",Pemimpin bangsa untuk Indonesia maju
"saya memahami apa yang bapak prabowo katakan, mungkin bagi sebagian orang yg munafik mengatakan dia terbata-bata, emosional dan sering bercerita panjang lebar tidak sesuai pertanyan, tapi menurut saya beliau adalah pemimpin dengan ciri khas masyarakat indonesia, semua pernyatan beliau sudah sesuai perencanan dan hasil pemikiran-pemikiran bersama pakar"" jadi bagi saya tidak penting siapa dan bagaimana cara menyampaikan tapi apa isi yang hendak disampaikan. bravo prabowo subianto presiden nya wong cilik ❤❤❤",Pemimpin bangsa untuk Indonesia maju
"prabowo subianto djojohadikusumo sigar, nenek moyang prabowo dari ibunya adalah tokoh penting dalam penangkapan pangeran diponegoro di jaman voc, dia prabowo subianto djojohadikusumo adalah keturunan laknat yang menangkap pangeran diponegoro di jawa, ibu kandungnya beragama nasrani di minahasa, dan bapak kandungnya ternyata mendurhakai nenek moyangnya yang ironinya adalah pengikut setia pangeran diponegoro di jaman voc, pernah dia prabowo ini mengusulkan kepada negara untuk memindahkan makam pangeran diponegoro yang berada di sulawesi selatan dan itu pertanda betapa biadab seorang prabowo subianto, kasus pelangaran ham 1998 tidak diakuinya, seorang egomaniak bernama prabowo subianto djojohadikusumo ini dengan status jendral psikopat pecatan tni ini nyapres 3 kali dan tahun 2023 ini dia start kembali menjadi capres yang ke 4 kalinya, prabowo subianto djojohadikusumo manusia laknat ini lupa dosa leluhur ibunya itu tidak terampuni selama indonesia tetap merdeka, semoga di suatu hari nanti tengkorak kepala prabowo subianto djojohadikusumo ini pecah meledak hancur tidak terbentuk.",Pemimpin bangsa untuk Indonesia maju
"refleksi pak prabowo adalah harapan semua keluarga dan anak muda indonesia , 🫡",Pemimpin bangsa untuk Indonesia maju
"cerdas bapak prabowo subiyanto, cita cita bapak akan terwujud bila bapak prabowo berpasangan dgn bapak toleransi, bapak panji gumilang. 
dan sy banga acara ini dibuka  dgn  indonesia raya 3stanza
yg setiap hari di nyayikan para santri pesantren yg bapak panji gumilang pimpin.
love bapak prabowo dan bapak panji gumilang untuk indonesia emas.
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",Pemimpin bangsa untuk Indonesia maju
"ingat kata pak gusdur,yang ikhlas dan sepenuh hati memimpin  negeri indonesia hanya pak prabowo",Pemimpin bangsa untuk Indonesia maju
"dari dulu saya dan keluarga sudah memilih prabowo, tp masyarakat indonesia selalu tertipu dengan yang sudah sudah. bukanya bercermin dengan yang sebelumnya malah memilih anteknya.",Pemimpin bangsa untuk Indonesia maju
al in pak de prabowo untuk indonesia 🇮🇩,Pemimpin bangsa untuk Indonesia maju
"merinding liat gagasan pak prabowo, bismilah pak prabowo presiden2024😊 semoga bisa membawa indonesia menjadi lebih baik amin",Pemimpin bangsa untuk Indonesia maju
sesuatu yg besar dan keinginan tulus dari seorang jenderal prabowo bliau bukan sekedar ingin jadi presiden tapi ingin melihat indonesia maju,Pemimpin bangsa untuk Indonesia maju
sangat setuju dengan bapak prabowo. bagi wni yang tingal diluar negeri sangat ini bangsa indonesia dihargai dan berdiri dikaki sendiri. indonesia 2045 pasti maju jika pemimpin tegas dan berkarakter.,Pemimpin bangsa untuk Indonesia maju
"stelah 2 x memelih pakde,, 
kinih sat nya harus mendukung pak prabowo subianto untuk menjadi presiden indonesia",Pemimpin bangsa untuk Indonesia maju
"menurut penilaian dr kacamata saya seorang ibu rumah tanga,ketiga bacapres hebat hebat semua gagasan nya,pak anies gak terlalu muluk muluk,cuma ingin keadilan sosial bagi seluruh rakyat indonesia menjadi yg utama,pak ganjar tampak jelas mereleksikan kelanjutan kerja dr rezim skrg,pak prabowo memiliki ketegasan ala militer untuk semua perencanan kerjanya 
tp seperti nya yg dibutuhkan rakyat sat ini adlh keadilan disegala lini seperti yg njd gagasan anies baswedan",Pemimpin bangsa untuk Indonesia maju
"sekarang aku tau jendral apa alasanmu selama ini 3 periode tak kenal menyerah dan gigih menjadi cawapres walaupun terjegal😢

teringat apa yg disampaikan gusdur
.....

""kalau ada orang yg paling ikhlas kepada rakyat indonesia,orang itu prabowo""

terimakasih jendral",Pemimpin bangsa untuk Indonesia maju
pak ganjar dan pak prabowo lanjutkan cita2 bangsa indonesia kami mendukungmu😊,Pemimpin bangsa untuk Indonesia maju
"mr prabowo the nex presiden of indonesia
semua yg di ucapkan sederhana dan dengan penuh arti sebagai calon bapak bangsa",Pemimpin bangsa untuk Indonesia maju
"justru menurut saya pak probowo sudah sangat jelas memaparkan gagasanya, point point yang sangat jelas dan detail, dan dengan bahasa yang sangat mudah di mengerti untuk semua kalangan, beliau menyentuh semua ranah yang ada di indonesia ini, dan merangkul anak muda untuk membangun indonesia. respect pak probowo👏",Pemimpin bangsa untuk Indonesia maju
"6:26:06 satu catatan khusus prabowo pernah hidup diera indonesia sedang tidak baik² saja jadi tau yang apa ia harus kerjakan dan tegar pantang menyerah dengan jiwa patriotisme nya , indonesia maju dan sejahtera rakyatnya",Pemimpin bangsa untuk Indonesia maju
_ #kita pasti mampu berdiri di atas kaki kita sendiri  di tanah air kita tercinta indonesia raya yang kita cintai ini# &___prabowo 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨❤️ menuju 2024 🇲🇨❤️❤️❤️,Pemimpin bangsa untuk Indonesia maju
"prabowo 2024, make indonesia great again.",Pemimpin bangsa untuk Indonesia maju
"kalau orang sudah bisa merendahkan profesi gmana kedepanya dia jadi pemimoin pasti bisa2 merendahkan rakyatnya juga
intinya hargai lah profesi apa pun 
untuk lak anies dan pak prabowo mantap gagasan kedepan untuk indonesia",Pemimpin bangsa untuk Indonesia maju
"#ganjar perlu pt
#prabowo perlu pt
#anies  no pt
 disini kita tahu kualitas #capres kejeniusan capres
ingat......!!!!
rakyat indonesia tak butuh penjelasan #powerpoint tapi
rakyat indonesia butuh pion untuk #power",Pemimpin bangsa untuk Indonesia maju
"2.kemanusian yg adil dan beradab (warga rempang tidak mendaptkan keadilan dan dijadikan seperti penjahat lalu ditangkap)
3.persatuan indonesia (aparat dan masyarakat bentrok dirempang,padahal sesama wni)
4.kerakyatan yang dipimpin oleh hikmat kebijaksanan dalam permusyawaratan atau perwakilan (pemimpin tidak bijaksana dalam memikirkan  masyrakat rempang,musyawarah zong,perwakilan diam saja.
5.keadilan sosial bagi seluruh rakyat indonesia (tidak ada keadilan utk wrga rempang)

pengen rasanya kuliah dan melawan semua yg tidk jelas ini.
tapi apa daya,makan aja susah.😅
#najwasihab
#saverempang

#prabowo",Pemimpin bangsa untuk Indonesia maju
"penutupan yang begitu mantap pak prabowo dengan mimpi2 nya yang sangat mulia , semoga mimpi itu di capai untuk indonesia emas 🤲",Pemimpin bangsa untuk Indonesia maju
"gagasan pak prabowo juga ok , siapapun presiden terpilih nantinya membawa kebaikan kepada bangsa dan negara indonesia",Pemimpin bangsa untuk Indonesia maju
pa prabowo luar biasa!❤ semoga bisa jadi presiden indonesia..!!🎉🎉,Pemimpin bangsa untuk Indonesia maju
"negara indonesia akan menjadi negara yang berdiri di kaki sendiri ketika dipimpin oleh pemimpin yang ngerti akan persaingan dunia, negara indonesia akan disegani bahkan tidak akan dijajah dalam hal apapun ketika pemimpin nya tegas, berwibawa dari basic militer tentunya #prabowopresiden #prabowosubianto",Pemimpin bangsa untuk Indonesia maju
"negara indonesia akan menjadi negara yang berdiri di kaki sendiri ketika dipimpin oleh pemimpin yang ngerti akan persaingan dunia, negara indonesia akan disegani bahkan tidak akan dijajah dalam hal apapun ketika pemimpin nya tegas, berwibawa dari basic militer tentunya #prabowopresiden #prabowosubianto",Pemimpin bangsa untuk Indonesia maju
"najwa, kok tak diperiksa sepatu yg dipakai prabowo subianto itu buatan/produksi dalam negeri atau luar negeri????????",Pemimpin bangsa untuk Indonesia maju
"misalkan pak probowo tidak di pilih mnjdi presedin 
tahun dpn ada pilih presiden baru lagi pak probowo pasti nyalon lagi jadi presiden
karna pak probowo sangat tulus dan cita"" dia mau indonesia maju
hidup merdeka untuk pak probowo❤❤🎉🎉",Pemimpin bangsa untuk Indonesia maju
"indonesia butuh bnget pemimpin spt pak anies dan pak prabowo ,, ya aloh dilema sekali antara dua pilihan ini kenapa tidak d persatukan saja ke dua orang ini untuk indonesia,,  krna maf untuk pak ganjar anda blum memenuhi kriteria pemimpin yg sesunguhnya tertambah anda dlm bayangan partai nya yg kita semua tau begitu banyak nya penolakan ini dan itu , pak anies dan pak prabowo kenapa kalian tdak bersatu ?visi misi kalian jika d satukan indonesia pasti akan lebih makmur ,, kami butuh pemimpin yg tegas adil dan bijak sana ,, tanpa intervensi dri pihak mnapun ,",Pemimpin bangsa untuk Indonesia maju
dilihat dari pas akhir acara refleksi diri. dari sini kita bisa lihat pak prabowo orang yang tidak mudah untuk nurut atau diatur atau disetir. beliau menunjukan sikap bermartabat dan sangat terhormat. dan beginilah seharusnya indonesia bersikap,Pemimpin bangsa untuk Indonesia maju
"dari ketiga calon, saya melihat kejelasan dari anies baswedan dan prabowo subianto. menurut opini saya, siapapun dari kedua calon ini terpilih tidak ada salahnya. menuju indonesia yang maju dan damai!🎉🎉🎉",Pemimpin bangsa untuk Indonesia maju
"hati tulus.,  ingin indonesia maju... bravo bpk prabowo",Pemimpin bangsa untuk Indonesia maju
"pak prabowo subianto untuk indonesia yang lebih maju for presiden 2024 ngak ada lawan ✌️

ditungu kehadiranya di sulawesi selatan pak bersama pendukung pak prabowo sul-sel bersatu 🙏",Pemimpin bangsa untuk Indonesia maju
"sesak dada saya mendenger refleksi diri dari pak prabowo begitu hebat cita"" beliau agar indonesia menjadi negara yang di segani dunia kalo emang rejeki bapak 1 yang saya minta dari janji bapak pikirkan nasib kami dan anak cuci kami sebagai generasi penerus negara yang disegani dunia 🔥🔥🔥",Pemimpin bangsa untuk Indonesia maju
pak anies rasyid baswedan dan pak prabowo dua negarawan yang punya gagasan dan pengetahuan yang luas tentang indonesia 👍.,Pemimpin bangsa untuk Indonesia maju
"semua calon sangat baik, pasti memiliki visi dan misi untuk membangun indonesia, tapi sebaik-baiknya orang jika sudah mendapatkan kuasa dapat berubah, apalagi jika memang niat dari awal tidak baik semakin parah pastinya, semoga siapapun yang terpilih itu yang terbaik untuk indonesia kedepanya, damai indonesiaku ❤",Pemimpin bangsa untuk Indonesia maju
pak prabowo presiden indonesia,Pemimpin bangsa untuk Indonesia maju
"kita tuh harus pintar2 memilih pemimpin,pemimpin yang tegas dan memikirkan rakyat nya siapa lagi kalo bukan pa prabowo semoga pa prabowo menang coblos pa prabowo pasti indonesia maju hidup pa prabowo dukung terus pa prabowo😊",Pemimpin bangsa untuk Indonesia maju
kata almarhum gus dur yg paling ikhlas untuk indonesia adalah pak prabowo dan bagi saya yg terpenting indonesia bisa jaya rakyat merasa merdeka dalam segala hal...,Pemimpin bangsa untuk Indonesia maju
prabowo- mahpud untuk indonesia emas,Pemimpin bangsa untuk Indonesia maju
"saya merasa jdi bisa lebih memahami mengapa pak prabowo masih terus maju dan tidak menyerah dalam tujuanya memimpin bangsa. pak prabowo seperti memiliki triger dri masa² lalu yg pernah dilalui mengenai pandangan² rendah orang² terhadap indonesia, atau barangkali lebih buruk lagi yg kita tidak pernah tahu mengingat pengalaman beliau di luar negeri dan dunia militer, yg membuat beliau berkeinginan kuat memimpin bangsa dgn gagasanya, dan mengatakan sblm meningal ingin melihat indonesia bisa berdiri di atas kaki sendiri, yang membuat saya yakin utk memahami keinginan kuat itu. meskipun realisasinya bkn hal yg mudah. yg jelas, saya tidak setuju jika ada yg mengatakan pak prabowo hanya 'ngotot ingin' jadi presiden. terlalu sempit jika dipikir demikian. justru saya rasa ada gagasan yang beliau gengam yang ingin beliau realisasikan untuk kemajuan indonesia yang hanya bisa terealisasi ketika beliau bisa menjadi pemimpin nomor 1 di negara ini.. tetapi walahu a'lam.. saya sangat menghormati tekad dan semangat beliau. jika saya salah, semoga saya diberi pencerahan oleh-nya 🙏",Pemimpin bangsa untuk Indonesia maju
"ayo kita kompak, semua lidah harus mengakui, semua kepala harus tertunduk, prabowo adalah orang yang paling tulus untuk bangsa indonesia. mari kita jadikan prabowo sebagai presiden ri dan mensejahterakan buruh",Pemimpin bangsa untuk Indonesia maju
"beliau ber 3 adalah putra terbaik bangsa.

pak anies dengan intelektualnya, pembawan lugas dan visioner

pak ganjar dengan konsep kerakyatan yang luar biasa serta tindakan yang telah dilaluinya.

pak prabowo dengan jiwa patriot dan nasionalismenya yang begitu tulus untuk bumi pertiwi. tegas dan jelas dalam bertutur kata serta tindakan.

ya rob.....siapapun yang terpilih nanti, engkau maha segalanya. berikan pemimpin terbaik diantara ketiga calon yang ada sat ini dalam menahkodai negara republik indonesia.

jayalah negeriku indonesia",Pemimpin bangsa untuk Indonesia maju
kami dari papua barat dukung prabowo  terlihat jawaban kami sudah dijawab pendidikan adalah kunci toleransi bergama  manusia didik bertoleransi sehinga bisa mendidik lingkungan sekitar......rasisme dialami oleh papua di jawa telah dijawab dalam kasus 2019 pemdidikan toleransi harus di dalami,Pemimpin bangsa untuk Indonesia maju
