comment,topic
"bung anies lebih seru,sprti d kuliahin dan penerapan selama mimpin d dki itu sesuai dengan knytan meskipun ada brp sdikit koreksi tpi overal sempurna",Ide dan gagasan yang realistis
"anis cuma bisa bicara gagasan , kenyatan 0",Ide dan gagasan yang realistis
kenapa pak anies memaparkan gagasan tidak pakai pt seperti bacapres yang lain?,Ide dan gagasan yang realistis
"dari berbagai capres yg menyampaikan gagasanya,hanya pak anies yg memiliki gagasan yg sangat jelas dan mudah untuk di pahami",Ide dan gagasan yang realistis
"gagasan pak anies bagus, tapi tidak dengan gagasan cawapresnya",Ide dan gagasan yang realistis
"kebiasan anis gitu.
gagasan elit, realisasi sulit🤦‍♂️",Ide dan gagasan yang realistis
saya akui pak anies itu pintar dan idenya bagus tapi apa smua itu bisa di implementasikan.kami sebagai rakyat tidak butuh janji kami hanya butuh bukti,Ide dan gagasan yang realistis
anies keren gagasanya,Ide dan gagasan yang realistis
anies dikritik hanya pintar omong. pintar merangkai kata.,Ide dan gagasan yang realistis
"gagasan pak anies adalah yang paling mungkin di realisasikan..
cita2 nya tidak terlalu tingi, mengutamakan perkembangan ekonomi dan kesejahteran daerah.
jawaban dari pak anies juga yang paling tepat dan cerdas serta mudah difahami.
sunguh bijaksanan.",Ide dan gagasan yang realistis
"gagasan dari pak anies kelas sih, sangat jelas dan mudah dipahami, apalagi penyampaianya santun dan adem untuk disimak, capres terbaik adalah pak anies  ❤",Ide dan gagasan yang realistis
"untuk kalian yang bilang : anis cuma bisa omdo, realisasi 0.hanya ide bla bla bla.... helo... ini kan acara ""bicara gagasan"", yang namanya gagasan ya ide yang memang belum direalisasikan. gagasan itu planing (rencana), kalau yang sudah dilakukan namanya report (laporan) 😊 in fact, beliau selalu menyampaikan contoh nyata kerja beliau yang terkait gagasan itu. hal ini penting untuk memastikan bahwa beliau memiliki background pengetahuan dan pengalaman yang cukup untuk merealisasikan gagasan beliau di masa mendatang. 

untuk kalian yang bilang: ah.. anis cuma pintar omong doang, manis di omongan, bla bla... 
helo... orang yang berpikir dan bertindak sistematis cenderung akan berucap sistematis juga. berpikir, berucap , dan bertindak dengan penuh hati-hati dan penuh pertimbangan adalah karakter kematangan seseorang, apalagi dalam hal kepemimpinan. 

yang paling penting, kemampuan berbicara beliau, ketenangan beliau menyampaikan gagasan, apalagi beliau sangat lancar berbahasa ingris, kelak akan sangat bermanfat untuk melakukan negosiasi dengan pihak manapun, khususnya negosiasi dengan pihak luar negeri yang berurusan dengan kolaborasi. negosiasi ini sangat penting untuk daulat dan masa depan bangsa. 

satu hal lagi.. pemimpin adalah representasi bangsa. akan sangat banga jika memiliki pemimpin yang negosiasinya, idenya, gagasanya, dan komunikasinya mudah diterima oleh pihak manapun.
silahkan lihat contoh ketika pak anis menyampaikan gagasan di depan para petingi who, mereka seketika terkesan dan akan mendukung gagasan pak anis. 
semoga jalan pak anis menjadi presiden yang mewujudkan keadilan sosial bagi seluruh rakyat indonesia dimudahkan 🤲🤲🤲❤❤",Ide dan gagasan yang realistis
"gila gagasan anies klw bener bisa terjadi, keren 👏",Ide dan gagasan yang realistis
hanya pak anies yg menyampaikan gagasan tanpa melihat contekan dan enak dengernya👏👏 seperti semuanya sudah terkonsep dgn matang apa yg akan dikerjakanya 🫶🫶🫡,Ide dan gagasan yang realistis
"anies menarik, tiap pertanyan dijawab secara cerdas dan tepat sasaran",Ide dan gagasan yang realistis
pak anies itelektual dan humanis. semua narasinya lebih masuk akal,Ide dan gagasan yang realistis
"awalnya saya berpikir golput saja setelah melihat adu gagasan di mata najwa, saya dukung anis baswedan, paling siap tanpa contekan, cerdas dan santun. meskipun yg paling miskin kata mbak nana.",Ide dan gagasan yang realistis
"jujur, gagasan paling jelas dan paling terstruktur adalah pak anies. daging  semua isinya",Ide dan gagasan yang realistis
"setelah dengerin semua pendapat, anis sangat menguasai materi dan konteks dan menjelaskan secara real ide konkrit. 
yg lainya juga bagus tp ga tau kenapa lebih mengena di anies.",Ide dan gagasan yang realistis
"keren pakanies, tanpa slide,,sudah di kepala/tidak lihat catatan dan yg mendengar bisa fokus ke yg dibahas dan ekspresi dari pak anies juga memperlihatkan bahwa dia ingin sekali pesanya sampai ke yang menyaksikan. sekaligus memberika. insight ke yang menyaksikan. bismilah",Ide dan gagasan yang realistis
anis yg terbaik dlm penyampaian gagasan nya semoga jadi peresiden ri 1 amin,Ide dan gagasan yang realistis
"sementara ini, saya pilih pak anis,
pak anis dg kecerdasan nya ia mudah memahami masalah, diliat dari cara ia menjawab pertanyan yg beragam.
loveyou pak anis",Ide dan gagasan yang realistis
mantap gagasan prabowo dan anis.. ganjar ngambang..sory,Ide dan gagasan yang realistis
menurut saya anies paling clear menjawab..sangat memahami setiap konteks yg di tanyakan dan lebih sering mengambil sample apa yg sudah sempat dia lakukan bukan sesuatu yg selalu akan saja..,Ide dan gagasan yang realistis
hanya pak anis dari mulai spil gagasan sampai ke introspeksi diri selalu ok,Ide dan gagasan yang realistis
"buat aku jawaban paling jelas dan mudah dimengerti itu dari pak anies dan pak prabowo. pak ganjar jawabanya terlalu muter dan cerita, jadi panjang dan sulit dimengerti. saya bisa liat pak ganjar dan pak prabowo orangya realistis.. jawaban yang paling enak di denger itu dari pak anies, cara jawabnya sangat jelas, cara ngomongnya sangat tenang, gagasan"" yg diberi itu kalo bener dikerjakan akan sangat"" bagus. tapi dari yg berseliweran di sosmed orang-orang bilang pak anis cuma jago ngomong.. aku jadinya ingung anies ato prabowo... jadi tertarik untuk mencari tau lebih tentang trek record bacapres"" ini",Ide dan gagasan yang realistis
"seperti biasa,,anis teoritis,prabowo normatif, ganjar inisiatif dan eksekutif",Ide dan gagasan yang realistis
gnjr sama probowo. ku ga paham ngomong apa. . cuma pak anies baswedan doang jelas gagasanya dan track record bagus,Ide dan gagasan yang realistis
"masih inget ngak anis bicara gagasan, narasi, karya muter2 dan akhirnya sibuk di gagasan dan narasi tanpa karya.wkwkwkw",Ide dan gagasan yang realistis
"anis tiap-tiap berbicara terus itu2 aja yg  diomonginya,, apa ngak ada konsep yg lain??",Ide dan gagasan yang realistis
"dengan keadan serba terbatas seperti sekarang ini, gagasan pa anies lebih memung untuk direalisasikan. 
gagasan yg terlalu wah belum tentu terealisasi, jangan sampai ngibul nti nya.",Ide dan gagasan yang realistis
masyalah tabarakalah ide gagasan pak anies masuk akal smua dan bisa di implementasikan. pak anies memang intelektual nya bisa di acungin jempol. sukses dan sehat selalu buat smua bacapres. jempol buat mbak nana atas terselengaranya acara ini,Ide dan gagasan yang realistis
anies punya gagasan sonx bro jd gbnr dki aja gatot,Ide dan gagasan yang realistis
"dari semua bacapres, gagasan pak anies jauh lebih visioner.",Ide dan gagasan yang realistis
"secara akademis, logis dan yang diharapkan oleh rakyat adalah gagasan anies baswedan memang, luar biasa.",Ide dan gagasan yang realistis
s lihat anis yg pling pas gagasanx,Ide dan gagasan yang realistis
"makin mantap pilih anis, cuman anis yg realitis",Ide dan gagasan yang realistis
suka sekali dengan pemaparan gagasan pak anies,Ide dan gagasan yang realistis
"alhamdulilah...selamat buat pak anis...terjawablah semua pertanyan dengan cerdas dan masuk akal... 
dan masih menungu ide dan jawaban bacapres lainya...!",Ide dan gagasan yang realistis
semua gagasan bagus. amin,Ide dan gagasan yang realistis
anis cerdas memlki visi maju dan menjanjikan.,Ide dan gagasan yang realistis
"intinya liat aja apa yang merka pimpin
jakarta jateng dan mentri pertahanan
menurut anda masing gimana cara mimpinya gitu aja
pasti gak bakal jauh2 dari itu",Ide dan gagasan yang realistis
"1 jam pertama kocak, pertanyanya tentang perubahan seperti apa malah cerita sejarah.",Ide dan gagasan yang realistis
"pilihan kosakata dan kalimat pak anies mudah di pahami tertata dan terstruktur, mengambarkan pola pikir dan wawasan yang mumpuni",Ide dan gagasan yang realistis
pak anies gk muluk tapi berlogika gagasanya,Ide dan gagasan yang realistis
"setelah diperhatikan, hanya pak anis yang spil gagasan tanpa catatan, dan menurut saya itu point + karna pemahamanya sudah beliau kuasai. semangat pak anis",Ide dan gagasan yang realistis
"anis cerdas, ide dan gagasan nya luar biasa. tapi jika dilihat dan diteliti lagi, ide dan gagasan itu jika direalisasikan tidak semudah itu, seperti mustahil dilakukan jika melihat aset negara kita sat ini. karena kita bukan negara maju. ... jadi ide2 itu hanya bualan belakan karena pada kenyatanya kita tidak punya kemampuan untuk merealisasikan itu ...",Ide dan gagasan yang realistis
hanya pak anies baswedan yang menyampaikan gagasan diluar kepala tanpa membaca enak sekali pembawan nya jelas tegas sat menjawab diberi contoh dan solusi konkritnya. orang pertama biasanya degdegan ini mah selow santai adem mantap djiwa,Ide dan gagasan yang realistis
gagasan yg cerdas hanya pak anies baswedan,Ide dan gagasan yang realistis
"pintar bersilat lidah dan mengolah tata kata dengan hasil nol, nol. kebohongan mu kelihatan nis. hanya orang yang kurang pintarlah yang mau menerima olah tata kata yang menjelimit yang susah untuk di mengerti orang.
semakin tingi pendidikan mu semangkin banyak kebohongan dan ketidak bisan anda bekerja. 
sudahlah nis bacotmu sdh tidak laku lagi.",Ide dan gagasan yang realistis
cuma pak anies yg tanpa teks ataupun slide.. menandakan beliau benar2 siap dan menguasai apa yg menjadi tujuanya bukan direkayasa,Ide dan gagasan yang realistis
"gagasan yang paling berbobot,pak anis mkanya ada .... nganu",Ide dan gagasan yang realistis
gagasanya pak anis paling ok,Ide dan gagasan yang realistis
"dari semua komentar.. ternyata lebih banyak menyukai angan2 dan janji manis gagasan serta gombal2 yg mengambang. 
dari ketiga bacapres pemaparan gagasan nya hanya pak anies yg memapaparkan gagasan yg mengambang tidak konkret. hanya retorika tp kurang jelas konkrit apa solusi perubahan nya.",Ide dan gagasan yang realistis
gagasan pak anies tetap ter the best.,Ide dan gagasan yang realistis
arsya ga cuma cantik tapi logis banget. soalnya janji pak anis ga logis dan butuh biaya banyak dan ujung nya cuma cape jadi ide aja,Ide dan gagasan yang realistis
"jujur gw klo subjektif mihak ke anis, tapi kenapa materi dan gagasan ganjar lebih kompetible? logis bnget dan tidak hanya berangan angan ..",Ide dan gagasan yang realistis
"gagasan pak anies top.
sebagian gagasan ganjar meniru gagasan anis hanya saja merobah bahasa",Ide dan gagasan yang realistis
lebih suka penyampaian pak anies lebih mudah dipahami.,Ide dan gagasan yang realistis
"gagasan ganjar lebih bagus, sistematis, dan meyakinkan.. anies seperti masih di awang awang..",Ide dan gagasan yang realistis
gagasan pa anis lebih bisa di mngerti..,Ide dan gagasan yang realistis
"sejujurnya agak kecewa dengan pak prabowo. terlihat tidak siap dan bahkan beberapa jawaban kurang terlalu nyambung dengan pertanyan. terus terlalu bergantung pada pakar2 yg beberapa kali beliau mention. jadinya targetan2 yg beliau sampaikan di awal terkesan hanya ambisi tingi klo tanpa dibarengan strategi n gagasan konkrit untuk mencapainya.
sebagai seorang akademisi, sy rasa gaya penyampaian dan rasionalitas pak anis paling oke.",Ide dan gagasan yang realistis
pak anis gagasan nya lebih dimengerti dan tidak belibet ke mana-mana,Ide dan gagasan yang realistis
saya lebih tertarik dengan gagasan pa anis dapat di mengerti dan ber ilmu juga,Ide dan gagasan yang realistis
gagasan pak anis mantap.. masyalah keren,Ide dan gagasan yang realistis
"anies lah yg paling bagus dalam menyelesaikan permalasahan yg diajukan,
kalau ganjar hanya cerita kosong tidak menjawab apa point yg ditanyakan, dari sini kita tau mana yg harus kita pilih",Ide dan gagasan yang realistis
pak anis yg paling realitas gagasanya dan cerdas,Ide dan gagasan yang realistis
gagasan yg paling bagus anies si,Ide dan gagasan yang realistis
pak anis  gagasanya paling jelas dibanding yg lain.,Ide dan gagasan yang realistis
kalau anis memang sudah plg oke terbukti  untuk membuat narasi dan terstruktur' tingal kerja perlu dibuktikan semanis apa',Ide dan gagasan yang realistis
"klu soal adu gagasan memang anis hebat, tapi tak terbukti apa yg diungkapkan nya",Ide dan gagasan yang realistis
"saya dari kalimantan barat tetap mendukung pak anies baswedan, anies presiden ri 2024, amin",Bakal calon presiden
"tetap prabowo di era pak ganjar dan pak anis ,#prabowo presiden 2024",Bakal calon presiden
anies presiden 2024,Bakal calon presiden
anis cuma jadi penonton ketika nanti pa ganjar jadi presiden 2024,Bakal calon presiden
bismilahirahmanirahim saya tentukan pilihan utk bpk h anies baswedan semoga tuhan yang maha kuasa meridhoidan mentakdirkan menjadi presiden 2024.amin salam perubahan lebih baik,Bakal calon presiden
#2024#anies presiden #,Bakal calon presiden
pak anies insya aloh presiden 2024 ❤,Bakal calon presiden
"cuma modal pinter omongan manis, 2030 hancur bneran klau dia jd presiden",Bakal calon presiden
anis insya aloh presiden ri 2024,Bakal calon presiden
luar biasa gagasan pak anis .pantas jadi presiden 2024,Bakal calon presiden
anis presiden 2024 amin amin...❤❤,Bakal calon presiden
bismilah pk anis presiden 2024.amin🤲,Bakal calon presiden
"cukup jakarta saja yg kena tipu janji kata2 manis anis, jgn seindonesia raya. semoga anis jadi presiden ke 2024",Bakal calon presiden
"warga dki bisa menilai kinerja anies, warga jateng bisa menilai kinerja ganjar.

ga perlu melihat acara ini harusnya kalian bisa menilai sendiri siapa yang kinerjanya paling bagus.

prabowo?
saya kurang ngulik beritanya prabowo.

tapi saya tetap akan memilih ... untuk jadi presiden 2024.",Bakal calon presiden
pa anis lah yang cocok jadi presiden di 2024,Bakal calon presiden
"ternyata akun buzer anis lebih banyak ya mantap semoga 2024 jadi jubir kepresidenan aja ya 👍pak anis, ganjar tetap presiden",Bakal calon presiden
"saya mendukung p.anis presiden 2024, amin.",Bakal calon presiden
anies presiden 2024,Bakal calon presiden
anies baswedan presiden ri 2024 🇮🇩,Bakal calon presiden
ay lap yo pul bapak presiden 2024 arb❤ amin insha alah presiden terpilih,Bakal calon presiden
"mas anies luar biasa.
layak jadi presiden 2024",Bakal calon presiden
"amin for presiden 2024-2029
amin ya robal ""alamin",Bakal calon presiden
"setelah melihat ketiga bacapres tampil di ugm, saya melihat dan menilai bahwa pak anies paling layak untuk kita pilih di pilpres 2024. insya alah pak anies presiden 2024. amin.",Bakal calon presiden
mbak nana....adakan survey ...presiden pilihan rakyat 2024 ...pak anies insyalah ungul,Bakal calon presiden
"terima kasih ugm dengan adanya adu gagasan seperti ini rakyat jadi makin pintar siapa yg harus rakyat pilih di 2024 nanti dan kita tau jawabanya org cerdas pilih anis , bukan biang kerok kasus wadas apa lagi yg gampang panas",Bakal calon presiden
semangat pak anies president 2024,Bakal calon presiden
"selama pemilihan presiden, baru kali ini mengikuti semua dari awal setiap calon2. dan dgn acara mba najwa, semakin yakin bismilah anis presiden 2024. dari penyampaian, tutur kata , isi gagasan paling realistis.",Bakal calon presiden
anis paling jelas. anis paling tegas. anis calon presiden 2024❤,Bakal calon presiden
"2024 insya alah akan lahir pemimpin yg bisa mewujudkan cita-2 pendiri bangsa 1945, tujuan bernegara yg mewujudkan masyarakat yg adil dan sejahtera. amin",Bakal calon presiden
bpk anis baswedan god job..ri for presiden 2024,Bakal calon presiden
"a = amanah
n = nasionalis
i = intelektual 
e = energik
s = saleh 

dari pas pilgub saya sudah memilih pak anies dan alhamdulilah sangat terasa perubahan nya di era kepemimpinan pak anies ,inshalah di 2024 bapak bisa jadi presiden ri dan bisa memberikan perubahan buat bangsa ini agar bisa lebih baik lagi .. amin",Bakal calon presiden
"saya tidak perduli siapa yg jadi presiden ke depanya, yg terpenting kecurangan pemilu 2019 tidak terulang kembali… it doa saya amin ya rabal alamin 🙏🤲",Bakal calon presiden
mas anies presiden 2024 amin,Bakal calon presiden
dri byak nya komen byak yg pro pak anies karna gagasan nya. semoga pak anies jadi presiden ri 2024,Bakal calon presiden
"penjelasan pak anis sangat mudah dimengerti, lancar, cerdas, dan bijaksana. semoga rezeki pak anis jadi presiden ri tahun 2024. amin",Bakal calon presiden
insyalah pak anies baswedan 2024 presiden ri amin ya alah,Bakal calon presiden
"insyalah anies rasyid baswedan for presiden ri ke 8 2024..
pintar tulus dan bersahaja..
amin ya rabalalamin.",Bakal calon presiden
gagasan anies dan muhaimin untuk bangsa dan negara akan lebih baik... insyalah amin menang... pilihan ideal pilpres 2024.,Bakal calon presiden
anies - amin 👍 presiden 🇮🇩 2024 🙏,Bakal calon presiden
semoga pak anies menjadi presiden 2024 diperusahan bajaj,Bakal calon presiden
tombol anies presiden ri 2024,Bakal calon presiden
anies masya alah❤ presiden ri 2024 insyalah,Bakal calon presiden
anis presiden ri 2024,Bakal calon presiden
makin cinta pak anies makin yakin pilihan ke beliau bismilah 2024 anies baswedan for presiden amin,Bakal calon presiden
alhamdulilah udah pada waras. bismilah anies presiden 2024,Bakal calon presiden
anies presiden 2024,Bakal calon presiden
tidak ada persatuan dalam ketimpangan❤❤ anies rasyid baswedan-muhaimin iskandar presiden ri 2024,Bakal calon presiden
waktu pilkada di dki kami sangat rugi tidak bisa ikut mencoblos pak anis dan akhirnya kami bisa mencoblos pak anis di pilpres tahun 2024,Bakal calon presiden
bismilah pak anies presiden 2024,Bakal calon presiden
"akhirnya saya tidak ragu untuk pemilu 2024, acara ini membuat saya memilih pak anies.",Bakal calon presiden
mana like untuk anies rasyd baswedan presiden ri 2024-2029,Bakal calon presiden
"anis yg pinter ngomong, prabowo yg jago strategi, yg jadi presiden 2024 pak ganjar pranowo itu prediksi saya.",Bakal calon presiden
anies paling logis dan realistis. semoga jadi presiden ri 2024-2034. amin,Bakal calon presiden
pak anies presiden 2024  amanah cerdas  religius brilian  the best ❤❤❤❤❤,Bakal calon presiden
saya warga jakarta udah capek sama janji pak anis bohong semua janjinya hoax. prabowo presiden 2024,Bakal calon presiden
"insya alah, sy pilih pak anies baswedan untuk presiden ri 2024.",Bakal calon presiden
anies baswedan yang paling layak jadi presiden ri 2024,Bakal calon presiden
saya akan ajak semua keluarga saya utk memilih anies mjd presiden ri 2024,Bakal calon presiden
biasanya saya golput setiap pilpres ... seperti nya tahun 2024 saya dari sumatera utara akan memilih pak anies baswedan untuk menjadi presiden,Bakal calon presiden
anis presiden 2024 🔥🔥🔥,Bakal calon presiden
"di forum ini yang koment kebanyakan kader dan simpatisan pks, gw doain dah  semoga anies menjadi presiden pks ke 2024 😂",Bakal calon presiden
"pak anies yg terbaik, in sya alah presiden 2024",Bakal calon presiden
insyalah yang paling layak rasanya jadi presiden 2024 yaitu pak anis rasid basedan.,Bakal calon presiden
"prabowo semangat dan hanya masa lalu, ganjar pantas jd mentri..anis solusi, insyaloh anis presiden ri 2024",Bakal calon presiden
"in sya  aloh pk anis baswedan
2024 jadi pemimpin yv amanah santun dn penuh perhatian sama rakyat",Bakal calon presiden
memang pas anis pinter dalam berbicara tapi tidak pernah komitmen dengan perkatan nya..prabowo presiden 2024❤,Bakal calon presiden
bismilah semoga 2024 pak anis jadi presiden .,Bakal calon presiden
pokoknya aku pilih pak anies 2024 gak ada yang lain dia adalah kandidat yang pantas dan cerdas,Bakal calon presiden
"ga sabar liat pak anies jadi presiden, betapa banyak pihak yg menjegal orang orang yg ingin membantu pak anies, semoga pak anies terpilih 2024",Bakal calon presiden
"pak anis memang luar biasa,semoga menjadi presiden di 2024 pemikiran dan ide gagasanya luar biasa",Bakal calon presiden
"pak anies dalam menjawab sesuai fakta , tenang dan berwibawa, aku dukung pak menajdi pemimpin 2024",Bakal calon presiden
pak anies baswedan telah menunjukan kepedulian sejati terhadap rakyat. semoga alah memberkati dan membimbing beliau untuk meraih kemenangan di pemilihan presiden 2024.,Bakal calon presiden
"pak anies pasti jadi presiden 2024, maju terus pantang mundur",Bakal calon presiden
semoga pak anis bisa jadi presiden 2024 demi kemajuan dan kedamaian bangsa .,Bakal calon presiden
"cuma pak anies yg mengena ide dan gagasanya, insyalah menjadi presiden 2024 rakyat mendukung anies baswedan..",Bakal calon presiden
"cuma pa anies yg penjelasanya sangat bisa di pahami, semoga 2024 presiden..amin",Bakal calon presiden
keluarga kami dukung dan yakin pak anies baswedan sbg the next president of 2024,Bakal calon presiden
saya mendukung anies baswedan dalam pemilihan presiden 2024 karena keberanianya dalam mengambil langkah-langkah tegas demi kesejahteran rakyat dan keadilan sosial.,Bakal calon presiden
"dari 3 capres yang jawaban bijak sebagai seorang pemimpin menurut saya pak anies,, beliau sangat tenang,,, insyalah the next presiden 2024 adalah pak anies,,amin",Bakal calon presiden
insyah alah 2024 anis presiden.   ???,Bakal calon presiden
insyalah pak anis baswedan presiden ri 2024,Bakal calon presiden
"kalo pak anies lagi bicara mudah di pahami dan di mengerti , saya dukung beliau jadi presiden 2024",Bakal calon presiden
"tugas kita semua, menjaga pemilu 2024 biar tdk curang, insyalah kalau tdk ada trik kecurangan yg dilakukan oleh oknum-oknum zalim, pak anies menang satu putaran.",Bakal calon presiden
anies... jadi presiden ri tahun 2024,Bakal calon presiden
"mengulang kembali menonton dan mencerna,  gagasan pak anies yang paling masuk di akal, anies baswedan insha alah presiden ri 2024, qabul ya alah",Bakal calon presiden
"tanpa merendah capres lain, apa lagi si bok*p, bicara fakta yg ada, pak anies baswedan jawabanya jelas dan berkualitas. anies baswedan presiden 2024, semoga qmanah",Bakal calon presiden
ayo rame rame kita dukung pak anies baswedan jadi presiden ri di tahun 2024,Bakal calon presiden
sangat elegan pak anis ❤. calon pemimpin yang saya suka. amin untuk 2024,Bakal calon presiden
"kita sdh tahu siapa yg berkualitas.  di antara 3 bacapres 2024, kalau kita obyektif mulai dari latar belkang dan rekam jejak dan prestasi pk anis lah yg terbaik, utk itu sbg generasi milinial dan gen z, jaga dan kawal pemilu 2024, agar yg terbaik menjadi pemimpin negeri ini, ingat!!! kecurangan pemilu di duga pasti ada, mari kita selamatkan negeri ini demi anak cucu kita nanti. cegah kecurangan pemilu, biar dapat pemimpin yg berkah. amin...",Bakal calon presiden
"alhamdulilah, penjelasan yg mencerahkan dari pak anis presiden 2024❤",Bakal calon presiden
"emang beda sih kalo orang cerdas mah. pemaparanya terstruktur dan mudah dipahami, jelas, juga tuntas. sehat selalu pak anies. semoga alah takdirkan antum jadi presiden taun 2024. amin",Bakal calon presiden
"semoga pak anis terpilih jadi presiden 2024,agar bisa membawa perubahan.",Bakal calon presiden
masya alah tabaroqalah bpk anis insya alah presiden berikutnya thn 2024 amin,Bakal calon presiden
semakin yakin saya pilih pak anis..smoga pak anis menang dan jadi presiden tahun 2024-2029.. insyalah amin..,Bakal calon presiden
ya aloh berilah kesempatan utk bapak anies baswedan menjadi presiden ri tahun 2024/2029,Bakal calon presiden
"capability, capacity, wawasan, pengetahuan,  pengalaman, leadership, managerial skil, comunication skil, kecerdasan  dl , apa lg landasanya adalah keadilian dan ud 45...maka sy bener ga ragu lg utk memilih pak anis baswedan utk presiden ri di 2024.",Bakal calon presiden
pak anies emang pas untuk jadi presiden ri 2024 amin,Bakal calon presiden
"anies baswedan presiden ri 2024.
fix no debat .
❤❤❤❤❤❤",Bakal calon presiden
semoga mas anies dimudahkan menjadi presiden. 2024 yakin pilih anies,Bakal calon presiden
kepercayanku  hanya sama pak anis'. semoga alah mudahkan pk anis jdi presiden 2024.  dan dimudahkan  dlm mengatasi masalah bangsa  yg sudah terlalu parah dan  san sangat rumit  amin amin.  pk anis paling the best,Bakal calon presiden
"saya melihat dan menyimak apa yang di sampaikan oleh 3 bacapres ini
 yang paling rasional untuk di pilih menjadi presiden ri 2024 adalah anis baswedan... dan saya sangat simpati kepada bapak prabowo subianto 🥰🥰🥰🥰🥰 .",Bakal calon presiden
insya alah .anies baswedan for president 2024,Bakal calon presiden
"insya aloh swt
anies rasyid baswedan & gus imin menjadi presiden & wakil presiden ri th 2024
super power adil & makmur negaranya
bahagia & sejahtera rakyatnya
amin ...amin...amin....
yarobal'alamin",Bakal calon presiden
semoga pak anis terpilih dan bisa membawa perubahan di nkri,Bakal calon presiden
mudah mudahan anies baswedan jadi president ri 2024-2029 🙏,Bakal calon presiden
bismilah ....pak anis president 2024...,Bakal calon presiden
"jarang ada orang seperti pak anis ,ayo kita suport menuju ri1,belom tentu 10-20 tahun lg ada seperti beliau.",Bakal calon presiden
"semoga pak anis bisa membawa perubahan,setelah terpilih nanti di pilpres 2024",Bakal calon presiden
amin semoga presiden dan wapres ri 2024-2029,Bakal calon presiden
mas anies baswedan..for presiden 2024,Bakal calon presiden
insyalah pak anies jadi presiden 2024,Bakal calon presiden
dari paparan gagasan dan jawaban ketiga bacapres saya dan mungkin ribuan orang yang menonton tayangan ini dengan pikiran jernih pasti akan menjatuhkan pilihan pada anies baswedan sebagai presiden 2024-2029,Bakal calon presiden
"kapan lagi punya presiden dari aspek leadership management dan intelectual se op ini kan wkwkw.

anies baswedan for president 2024",Bakal calon presiden
"yuk dukung pemilu 2024 damai, yang ""berhati tajam"" pasti pilih anis baswedan",Bakal calon presiden
"masyalah pak anies presiden ri 2024
alahumasholialasayidina muhamad",Bakal calon presiden
"dari ke 3 capres, gagasan untuk membangun dan mewujudkan cita2 dari pendiri bangsa. keadilan kesetaran dan kesempatan kemakmuran sebesar2nya untuk masyarakat hanya disampaikan anies baswedan. anies baswedan is the best for presiden ri 2024. ❤",Bakal calon presiden
anies sejak 2009 sudah digadang-gadang jadi presiden masa depan,Bakal calon presiden
ya alah ya rab takdirkanlah anies rasyid baswedan menjadi presiden ri thn 2024 - 2029. amin ya rab,Bakal calon presiden
insyalah..amin..presiden dan wakil presiden ri 2024.,Bakal calon presiden
"lampung siap sukseskan pemilihan anies baswedan menjadi presiden 2024, siap kawal suara rakyat yg menginginkan perubahan untuk persatuan.❤❤❤",Bakal calon presiden
semoga alah swt takdirkan anies menjadi presiden nkri 2024-2029,Bakal calon presiden
"semua punya gagasan bagus, namun pak anis yang mempunyai gagasan yang paling mantap, jelas, terstruktur, santun, dan bisa dengan detail secara teknis, semoga pak anis jadi presiden 2024 amin",Bakal calon presiden
jambi milih anis jelas rekam jejaknya cerdas mumpuni presiden 2024 anis  amin,Bakal calon presiden
"sangat sayang jika ada calon pemimpin yang cerdas dan jujur, amanah kita tidak membantu beliau untuk menjadi pemimpin di tahun 2024,  anies pilihan tepat utk 2024",Bakal calon presiden
jelas anis leboh menguasai materi dialog ketimbang yg lain ayo kawan jangan salah pilih prisiden 2024 .anis rasid baswedan muhaimin iskandar  amin,Bakal calon presiden
"bpk anies cerdas,ramah,berwibawa,akademisi,agamis president 2024",Bakal calon presiden
"terbongkarlah semuanya,mana bacapres yg berkualitas dan cerdas.
semoga pak anis jadi presiden 2024",Bakal calon presiden
anies baswedan mantap utk presiden 2024,Bakal calon presiden
bismilah pak anies presiden 2024 dan amanah menjalankan tugasnya🤲🏼,Bakal calon presiden
luar biasa pak anies..semoga jadi presiden 2024,Bakal calon presiden
pak anies is the best pemaparanya oke banget jadi presiden 2024❤,Bakal calon presiden
"saya dari riau,pak anies hebat saya dukung bapak jadi gubernur riau 2024",Bakal calon presiden
"rakyat akan rugi klo tdk memilih pak anies sebagai pemimpin di 2024 ..
semoga alah lindungi setiap niat baik untuk membangun negeri ini",Bakal calon presiden
yang satu ahli pencitran yang satu susah di atur kurang belajar hanya pak anies yang layak jadi presiden 2024,Bakal calon presiden
semoga anies baswedan yang menjadi presiden 2024. amin,Bakal calon presiden
"sudah terlihat siapa yg siap dan punya konsep serta gagasan matang 

bismilah anis presiden 2024",Bakal calon presiden
"pa anis, presiden 2024,
bekerja untuk rakyat",Bakal calon presiden
2024 anies presiden,Bakal calon presiden
bismilah pak anies presiden 2024🤲,Bakal calon presiden
"mantap pak anis,insyalah 2024 presiden.""jika pemilu jujur dan adil"" alias tidak curang.",Bakal calon presiden
pak anies pemaparanya jelas arahnya dan mudah di pahami insyalah 2024 pak anies presidenya,Bakal calon presiden
mas anies smart.... for president 2024. ri,Bakal calon presiden
pak anies go presiden ri 2024,Bakal calon presiden
"mudah²an dgn izin alah swt, anis jadi presiden th 2024. amin",Bakal calon presiden
